관리번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업상태명,인허가일자,폐업일자,proximity_metro_dist
3010000-104-2014-00068,이디야 청구역점,201099.759440018,450833.306115568,폐업,2014-04-09,2024-04-01,68.75689112591809
3140000-104-2016-00027,이디야커피목동등촌로점,187795.606359804,449279.057082134,폐업,2016-03-04,2022-11-18,609.0266721570287
3030000-104-2009-00063,이디야커피(한양대점),203601.487016216,450852.830007464,폐업,2009-09-14,2023-12-29,411.33329113922065
3140000-104-2015-00009,커피에반하다,187619.993071747,445879.054862903,폐업,2015-01-14,2021-08-20,504.45128353224396
3140000-104-2015-00019,커피에반하다,188879.448572755,446808.521815814,폐업,2015-02-06,2016-06-15,123.46361720558718
3030000-104-2013-00090,이디야성수2가점,204799.750078838,448317.872400495,폐업,2013-07-31,2022-08-19,838.8733405576212
3070000-104-2014-00088,이디야커피(국민대점),199965.28221496,456536.160168447,폐업,2014-07-29,2023-03-20,697.6344128776288
3070000-104-2014-00102,이디야카페(정릉아리랑점),201604.627294689,455202.849795642,폐업,2014-09-05,2023-05-11,631.7977993697278
3070000-104-2013-00013,이디야(EDIYA),205060.731432101,456432.184537298,폐업,2013-02-05,2023-03-24,152.66794223141687
3070000-104-2016-00073,감성커피,201422.756203753,454355.100629802,폐업,2016-06-02,2021-04-02,146.82987251418334
3070000-104-2014-00002,이디야커피동소문동점,201066.584474523,454414.343552494,폐업,2014-01-15,2024-11-28,339.0053595811779
3070000-104-2014-00126,이디야 상월곡역사점,204330.488275113,456085.349815294,폐업,2014-10-31,2019-10-29,139.7861804839112
3070000-104-2017-00012,이디야커피돈암아리랑점,201051.072165281,455205.325182072,폐업,2017-01-19,2024-06-27,406.4535138544028
3070000-104-2014-00026,이디야커피정릉뉴타운점,201548.495615664,455659.81785175,폐업,2014-03-26,2023-07-26,433.47871659854906
3180000-104-2006-00031,이디야,192785.997964211,447523.1165117,폐업,2006-05-11,2021-05-12,232.0699839181933
3120000-104-2001-10715,이디야에스프레소,193224.910587162,453018.478353222,폐업,2001-10-11,2017-10-31,1360.057599949926
3070000-104-2014-00120,이디야 고려대역사점,203120.220219624,454248.371932964,폐업,2014-10-16,2019-10-29,25.574544650763162
3210000-104-2009-00204,이디야커피 이수역점,198487.958709466,442537.940545589,폐업,2009-09-08,2019-11-11,172.13804355808247
3010000-104-2002-00072,이디야충무로점,199393.748061831,451020.317219361,폐업,2002-05-04,2021-05-27,137.73585413670173
3210000-104-2008-00027,이디야커피 BC카드점,201162.55241589,442589.558473708,폐업,2008-02-20,2020-03-20,217.32345769038548
3010000-104-2004-00003,이디야,198006.561974679,450734.150359974,폐업,2004-01-14,2019-05-21,149.00080098143832
3070000-104-2013-00102,이디야커피,202667.468802014,455858.920803881,폐업,2013-10-25,2023-08-07,509.4805204714009
3010000-104-2006-00158,이디야커피,198429.971915327,451654.194861108,폐업,2006-10-30,2017-12-29,135.98040520200885
3020000-104-2004-00072,이디야,196762.077394917,447480.039577359,폐업,2004-10-06,2021-10-05,65.93363970225063
3110000-104-2017-00021,감성커피 구파발점,192831.901570697,459170.418887077,폐업,2017-02-02,2022-02-04,204.98452482679485
3180000-104-2017-00170,더벤티서여의도점,193026.875747265,447427.783375434,폐업,2017-06-14,2021-01-05,371.31789757728257
3120000-104-2011-00115,이디야,193908.881732216,451782.315521616,폐업,2011-07-27,2023-11-29,1263.714420376098
3010000-104-2017-00250,만랩커피 덕수궁롯데캐슬점,197312.655183004,451257.223181993,폐업,2017-08-01,2023-07-25,411.52077759860293
3230000-104-2011-00277,이디야커피 방이점,209957.739828039,445503.385359995,폐업,2011-12-12,2018-11-08,153.5761761739991
3230000-104-2017-00035,커피에반하다 위례광장점,212609.377447603,441586.029967716,폐업,2017-02-03,2019-04-17,1533.2566243152783
3230000-104-2010-00237,이디야커피,210112.095847264,445960.615515654,폐업,2010-08-05,2020-03-17,110.49135124617588
3230000-104-2017-00079,감성커피 위례광장점,212452.558599859,441411.906445707,폐업,2017-03-15,2019-03-25,1376.2432288475718
3230000-104-2016-00137,이디야 위례아이파크점,212494.327675839,441590.062253247,폐업,2016-05-04,2024-01-09,1419.168475927581
3230000-104-2016-00371,이디야 석촌사거리점,209503.78418775,444592.294796448,폐업,2016-12-16,2024-03-26,229.7945041971042
3230000-104-2014-00078,매머드 익스프레스 장미상가점,208707.089897534,446299.352775446,폐업,2014-04-15,2022-06-14,443.96371816196194
3170000-104-2019-00173,메가엠지씨커피 시흥사거리점,191118.563171248,439101.864418089,폐업,2019-12-10,2019-12-30,569.8341727569074
3150000-104-2019-00344,이디야커피 등촌중앙점,187836.091897907,448212.63908177,폐업,2019-12-05,2024-08-20,1113.4374669816057
3130000-104-2019-00347,이디야,193716.268830546,450209.141627082,폐업,2019-12-27,2023-01-16,489.28245938156465
3150000-104-2019-00302,이디야커피(강서가양동점),185917.670740756,452084.848958002,폐업,2019-10-18,2023-04-03,284.3572929547274
3090000-104-2019-00104,이디야방학홈플러스점,203790.013568785,462495.417040876,폐업,2019-11-28,2022-04-05,295.7363379716042
3220000-104-2019-00757,매머드 익스프레스 강남오거리점,202248.952376047,444531.243373148,폐업,2019-11-07,2023-12-22,205.66587373454686
3220000-104-2019-00851,이디야 학동역점,202859.925095984,445869.508838485,폐업,2019-12-12,2019-12-19,151.34460862218933
3210000-104-2019-00292,만랩커피 남부터미널점,201347.665918617,442312.725051308,폐업,2019-10-17,2024-07-17,215.92741637720013
3060000-104-2022-00030,더벤티,208112.860200669,457113.638411288,폐업,2022-03-03,2022-10-21,157.25648243529523
3210000-104-2022-00035,이디야 방배 백석점,199913.128451027,441835.543393818,폐업,2022-02-04,2024-01-04,362.03364850761363
3150000-104-2024-00191,더벤티 등촌중앙점,187841.80382766,448320.727217783,폐업,2024-08-13,2024-09-05,1220.650957294996
3150000-104-2024-00155,컴포즈커피 양천향교역점,186124.389979166,451594.170002408,폐업,2024-07-05,2024-08-09,295.32016714044534
3150000-104-2014-00006,이디야커피까치산역점,186354.318029524,447736.830299049,폐업,2014-01-13,2016-10-27,26.822760387109085
3240000-104-2012-00015,이디야커피,211494.454146523,448831.521140103,폐업,2012-02-27,2021-01-22,666.0146218180554
3100000-104-2004-00060,이디야,205171.819268997,461220.88706693,폐업,2004-08-20,2019-12-24,161.5018177258175
3190000-104-2012-00005,이디야커피(총신대입구역점),198327.80931491,442795.71561313,폐업,2012-01-16,2024-09-23,42.00926036527515
3190000-104-2010-00060,이디야커피사당점,198294.096785509,442062.207077499,폐업,2010-07-01,2024-07-10,464.70696452355344
3190000-104-2012-00068,이디야(대림성모점),191803.524952767,443132.741584701,폐업,2012-08-10,2024-07-30,554.1948968107964
3240000-104-2010-00168,이디야커피 암사역점,211252.499429603,449861.448298428,폐업,2010-09-28,2023-07-24,106.04224950939441
3170000-104-2015-00074,금천시흥사거리점 빽다방,191077.569316308,439178.125476649,폐업,2015-09-11,2022-09-28,508.8513684665197
3240000-104-2011-00142,이디야천호역점,210871.293674366,448421.092547965,폐업,2011-08-17,2023-12-28,54.59446181117264
3190000-104-2012-00043,커피에반하다,193985.830623277,445754.430464912,폐업,2012-05-11,2022-02-28,464.80636237428143
3150000-104-2015-00222,감성커피 가양점,186501.233192961,451485.251875922,폐업,2015-12-22,2024-07-30,667.2074876850038
3150000-104-2017-00150,이디야 등촌동점,188079.524304513,449956.213811329,폐업,2017-05-19,2022-12-15,130.28759403069353
3150000-104-2015-00074,이디야 김포공항역점,182524.823835629,451438.25089679,폐업,2015-05-06,2020-05-08,326.5958422427555
3190000-104-2016-00151,이디야 이수중앙점,198088.602971262,442497.524877751,폐업,2016-08-09,2022-12-01,238.01124934637446
3150000-104-2017-00110,이디야 마곡나루역점,184646.580818167,451684.726858384,폐업,2017-04-14,2024-03-13,175.489632624768
3150000-104-2017-00114,만랩커피 마곡LG사이언스파크점,185190.147480628,450940.390228923,폐업,2017-04-20,2022-07-04,577.6801747148177
3150000-104-2015-00011,이디야 염창역점,188872.058097899,449451.023714108,폐업,2015-01-28,2020-01-02,35.56079769272674
3170000-104-2013-00023,이디야(시흥대로점),191000.581021467,441543.623608127,폐업,2013-03-26,2022-04-12,1044.5833853998206
3240000-104-2010-00124,이디야(강동SK허브점),211855.343463796,448152.725612274,폐업,2010-07-08,2022-04-01,216.8371132414866
3150000-104-2017-00135,이디야 마곡역점,184835.390794256,450858.680912443,폐업,2017-05-08,2023-07-27,322.4290060319223
3150000-104-2017-00286,커피에반하다 강서가양점,187733.160920858,450747.952249309,폐업,2017-09-20,2025-03-06,168.92457209058693
3190000-104-2014-00127,이디야 장승배기역점,194640.207759822,444787.248802668,폐업,2014-10-08,2022-03-17,112.46589155638806
3150000-104-2013-00177,이디야 송정역점,183138.805912097,451002.52504041,폐업,2013-12-18,2024-12-30,187.86842223382237
3150000-104-2017-00097,이디야 화곡남부시장점,187464.403178638,447877.710664426,폐업,2017-04-04,2024-07-08,905.8160886208892
3150000-104-2011-00157,이디야등촌3동점,186299.74267687,450792.016505679,폐업,2011-10-04,2023-04-21,804.7480338866956
3150000-104-2011-00072,이디야 개화산역점,182876.367858149,452247.393831256,폐업,2011-05-23,2022-12-20,15.097781877802742
3150000-104-2017-00057,이디야커피 화곡중앙점,186442.432351835,449289.842069874,폐업,2017-03-07,2023-05-04,768.8412761674366
3150000-104-2017-00061,이디야커피 마곡대방디엠씨티점,185827.239418328,451790.699502971,폐업,2017-03-09,2021-01-25,86.15946781833206
3150000-104-2017-00063,감성커피 마곡점,184824.275824197,450916.757855569,폐업,2017-03-10,2022-04-06,270.8930816265328
3170000-104-2013-00028,이디야커피 가산 그레이트점,189982.344533404,441928.69040241,폐업,2013-04-15,2023-06-16,437.972492948278
3150000-104-2017-00219,만랩커피 마곡나루역점,184539.253003862,451830.533907327,폐업,2017-07-20,2021-07-02,352.1512389522813
3080000-104-2016-00081,메가엠지씨커피 미아방천시장점,202932.063714943,456736.152683307,폐업,2016-07-14,2022-10-14,347.1694290887394
3040000-104-2012-00060,이디야커피,206746.708330261,450141.931842062,폐업,2012-05-23,2023-10-27,450.94187897932886
3040000-104-2013-00035,이디야,206279.8211319,449481.157001217,폐업,2013-03-25,2023-10-05,251.0139058930501
3050000-104-2015-00122,회기역점 빽다방,204977.724963557,454216.9715514,폐업,2015-09-02,2020-02-12,85.45534615700657
3040000-104-2013-00032,이디야커피 자양사거리점,207369.576935296,448199.234475482,폐업,2013-03-12,2020-09-17,120.146834327934
3220000-104-2011-00483,이디야,204170.278135097,444036.656041328,폐업,2011-11-24,2023-10-04,506.5283793902089
3150000-104-2018-00148,이디야,185292.76664368,450863.026923918,폐업,2018-07-06,2022-10-31,700.1173699029273
3150000-104-2014-00093,이디야커피 곰달래점,185665.130573245,447530.329627411,폐업,2014-07-08,2023-07-27,745.7332605686092
3080000-104-2013-00037,이디야커피(삼양시장점),201584.562239173,457984.365944,폐업,2013-08-22,2023-04-06,320.71044380988803
3040000-104-2015-00016,이디야커피구의동점,208324.939444793,448746.466638461,폐업,2015-02-05,2023-03-13,641.3480374022987
3240000-104-2009-00097,이디야(명일역점),212681.624988465,449827.101460261,폐업,2009-10-09,2021-12-16,81.27216826009202
3220000-104-2014-00083,이디야커피 테헤란로점,202731.24,444156.600000001,폐업,2014-03-13,2018-07-26,409.283499728492
3220000-104-2014-00084,이디야커피 대치포스코2호점,204828.002550249,444777.618635215,폐업,2014-03-13,2016-08-03,575.7573796050073
3150000-104-2013-00028,이디야커피방화역점,183438.673656262,452893.622300597,폐업,2013-03-08,2023-02-28,71.62209994903428
3170000-104-2016-00034,이디야커피,189700.026948955,441229.110998601,폐업,2016-03-31,2021-11-23,811.0265451980889
3040000-104-2012-00034,이디야,205905.381939151,448686.69670371,폐업,2012-04-09,2024-11-11,143.4414108925288
3040000-104-2010-00077,이디야,206261.783269675,448948.065971929,폐업,2010-06-24,2021-09-03,214.7435460881282
3040000-104-2007-00061,이디야건대역점,206031.196548172,448731.099217371,폐업,2007-07-13,2024-12-24,48.58375987369316
3240000-104-2013-00140,이디야,215313.230134197,451469.210879017,폐업,2013-12-05,2024-01-04,887.9002490539332
3150000-104-2013-00172,이디야커피 목동사거리점,187868.192160081,447679.060113622,폐업,2013-12-09,2020-05-13,579.5111357295355
3170000-104-2010-00054,이디야 패션아일랜드점,189722.178532426,441920.972770099,폐업,2010-08-20,2016-01-05,197.72888085679676
3170000-104-2014-00080,이디야커피 가산디지털점,189364.095969911,441746.981529543,폐업,2014-08-22,2020-03-27,339.4310427946807
3100000-104-2014-00068,이디야 월계초교점,204376.414367095,458295.225158013,폐업,2014-05-29,2018-11-29,1009.6476142836558
3220000-104-2018-00347,(주)매머드커피랩,205130.591678902,445590.096837802,폐업,2018-05-14,2018-06-04,226.6222118106773
3150000-104-2013-00165,커피에반하다,186378.231818091,450937.877207072,폐업,2013-11-20,2017-06-23,697.7101892256204
3040000-104-2015-00093,광진구청점 빽다방,207324.953590357,448395.067457312,폐업,2015-06-24,2017-08-01,157.61304751882025
3150000-104-2013-00051,이디야커피(화곡역점),185839.377143593,448776.177822354,폐업,2013-04-15,2021-11-29,51.4557820182907
3170000-104-2018-00083,커피에반하다,192305.78986397,438672.924851113,폐업,2018-06-26,2021-09-23,1831.6969993019636
3100000-104-2015-00071,이디야커피(공릉중앙점),206953.775564133,457856.976031993,폐업,2015-06-24,2023-06-05,532.8528979916998
3170000-104-2015-00006,이디야커피숍,189417.708595762,442309.174987731,폐업,2015-01-20,2024-03-04,198.7782772026138
3170000-104-2018-00098,가산대륭19차점 이디야,189504.258704224,441390.738560411,폐업,2018-07-26,2023-09-20,638.5420160776474
3170000-104-2016-00042,메가커피,189982.344533404,441928.69040241,폐업,2016-04-14,2020-05-08,437.972492948278
3170000-104-2018-00074,이디야 가산SK V1,189378.332493727,442066.99866487,폐업,2018-06-07,2023-05-26,181.4451642724335
3080000-104-2016-00017,이디야 커피(미아송천),201910.234747501,456898.788065585,폐업,2016-03-14,2023-10-05,687.9251794457473
3100000-104-2014-00135,이디야커피(화랑대역사점),207283.444093204,457509.134931641,폐업,2014-10-17,2019-10-24,72.31687883514392
3150000-104-2011-00058,이디야강서사거리점,187198.392326063,450314.997261936,폐업,2011-05-04,2023-03-23,594.6803077419008
3100000-104-2014-00130,이디야 커피전문점,205683.323154641,460038.745978448,폐업,2014-10-10,2022-01-11,278.51879388393274
3080000-104-2014-00079,이디야커피,201762.419935414,457441.244070216,폐업,2014-11-19,2023-05-24,237.3226961395736
3080000-104-2016-00031,이디야 커피,201186.272639371,460613.10848142,폐업,2016-04-15,2023-12-12,188.73963811323546
3100000-104-2015-00052,이디야커피 상계백병원점,205426.093098282,460800.073453941,폐업,2015-05-01,2021-08-22,524.968019366723
3040000-104-2006-00027,이디야,206610.107204606,449361.893107443,폐업,2006-07-11,2024-03-28,182.55918034660513
3040000-104-2012-00009,이디야(광진구청점),207303.311997109,448617.656706563,폐업,2012-02-02,2023-12-01,354.24239019922896
3090000-104-2014-00081,이디야,203878.494392592,463945.292746792,폐업,2014-12-19,2024-12-02,183.43786142115317
3150000-104-2012-00056,이디야커피,185507.16039174,450080.816861473,폐업,2012-04-26,2020-11-02,447.43361450181476
3100000-104-2010-00039,이디야노원사거리,205270.719919314,461175.377243531,폐업,2010-04-28,2024-09-30,170.50703680805847
3090000-104-2014-00070,이디야도봉산역점,204046.780043721,465180.671733594,폐업,2014-10-14,2019-10-31,15.01915671091979
3100000-104-2007-00015,이디야 서울과기대점,206797.151290281,458441.087966784,폐업,2007-04-23,2023-04-19,517.2001016957117
3090000-104-2015-00059,창동현대타운이디야점,203079.403480819,460555.552646723,폐업,2015-08-10,2023-11-03,152.54157580892792
3090000-104-2015-00061,이디야커피 쌍문중앙점,203137.532832521,461065.523793098,폐업,2015-08-13,2024-05-03,444.14715792760694
3100000-104-2008-00072,이디야에스프레소,205461.088399616,461568.430565386,폐업,2008-12-09,2016-12-05,50.378997154188426
3040000-104-2017-00077,감성커피건대로데오점,205887.515523609,448665.598608443,폐업,2017-05-24,2023-02-21,162.56061071637794
3100000-104-2012-00050,이디야커피,205489.761880316,461349.75973809,폐업,2012-04-09,2023-04-06,196.23499453371826
3100000-104-2016-00099,이디야커피 하계온천점,206350.493353359,459768.681704353,폐업,2016-05-23,2023-08-17,601.575411944183
3040000-104-2016-00216,이디야커피광나루점,209435.874794321,449554.195266349,폐업,2016-10-06,2024-01-16,483.84596308986335
3100000-104-2018-00032,이디야세이브존노원점,205994.811815848,459502.645279682,폐업,2018-03-15,2023-10-13,178.08505304954437
3090000-104-2017-00085,이디야커피방학사거리점,203663.222587199,462505.455032714,폐업,2017-10-20,2024-12-31,331.80233855101073
3090000-104-2012-00034,이디야커피도봉보건소사거리점,203356.110282156,461599.456980604,폐업,2012-07-11,2024-07-26,815.1439023344136
3100000-104-2012-00097,이디야 마들역,204962.052697783,462608.538123171,폐업,2012-08-14,2023-07-19,113.4298113748897
3230000-104-2010-00207,이디야커피,210986.460698452,441725.293491662,폐업,2010-07-01,2017-02-17,152.4226339434453
3180000-104-2018-00007,커피에반하다영등포로터리점,192005.696827851,446310.979954737,폐업,2018-01-08,2025-01-15,427.76989260852065
3230000-104-2009-00173,이디야 커피가락오벨리스크점,210712.567041314,443631.302105101,폐업,2009-08-31,2020-09-17,225.64314979557818
3230000-104-2017-00119,이디야 커피 송파 하비오점,210868.397496689,442053.227933005,폐업,2017-03-29,2024-06-17,316.8083037055938
3230000-104-2015-00193,빽다방 거여역점,212855.912417754,443448.004047101,폐업,2015-07-31,2020-12-01,192.66640417158735
3230000-104-2011-00147,이디야커피(이디야 가든파이브점),210480.282018702,441833.16323518,폐업,2011-06-29,2019-09-16,614.8413078783626
3180000-104-2017-00148,매머드커피여의도S점,193220.852226066,446743.134358836,폐업,2017-05-17,2024-07-22,141.62860083736044
3000000-104-2017-00112,메가엠지씨커피  안국역점,198742.385754743,452952.663773806,폐업,2017-05-18,2022-09-23,273.2884651924559
3000000-104-2017-00011,메가커피앤 디바이스,200034.584433852,453577.361028716,폐업,2017-01-20,2018-02-05,269.3622515562365
3060000-104-2018-00091,매머드커피사가정점,207729.175659582,453342.232542102,폐업,2018-07-09,2023-01-12,160.52936367431482
3000000-104-2018-00074,이디야 트윈트리타워점,198176.159239663,452574.67151361,폐업,2018-04-24,2023-08-28,486.0526768942088
3000000-104-2001-12023,이디야종로점,198877.098918771,451937.439505962,폐업,2001-07-07,2022-02-04,344.01516266598327
3180000-104-2017-00178,이디야커피신풍역점,192130.450702318,444196.675730792,폐업,2017-06-22,2024-06-12,176.5306332126717
3230000-104-2017-00431,이디야커피 송파잠실점,207880.980589508,444978.667534844,폐업,2017-10-23,2023-09-19,363.3353955870056
3230000-104-2014-00017,이디야커피 잠실월드점,209087.122362019,446139.152554604,폐업,2014-02-07,2022-05-18,315.36254937408097
3230000-104-2017-00489,이디야커피 문정중앙점,211103.477771477,442704.130721691,폐업,2017-12-07,2024-02-29,346.4561294497299
3210000-104-2010-00106,이디야,202503.871647418,443326.129565179,폐업,2010-05-27,2016-11-30,439.67375789946556
3230000-104-2018-00078,감성커피 방이사거리점,209726.884002074,445333.11700143,폐업,2018-03-13,2020-10-19,151.61979510177449
3000000-104-2008-00022,이디야,200099.736802632,452911.826843708,폐업,2008-03-20,2023-12-27,401.066687021807
3000000-104-2012-00100,EDIYA(이디아)창신점,201077.908697738,452195.434877707,폐업,2012-07-16,2022-11-08,237.6908619266137
3180000-104-2014-00205,빽다방서여의도점,192831.478310557,447442.596366034,폐업,2014-12-10,2021-11-15,201.0195795732842
3060000-104-2012-00063,이디야망우동점,208616.651000986,455204.466330052,폐업,2012-10-24,2024-12-23,533.7915232454365
3060000-104-2012-00066,이디야(커피전문점),207461.714560571,452544.850851529,폐업,2012-11-07,2022-01-10,208.04980607616355
3180000-104-2008-00047,이디야커피,191087.758954321,446157.437289242,폐업,2008-04-11,2019-01-18,462.56368423454364
3180000-104-2010-00185,이디야커피,190791.225613055,446926.797172515,폐업,2010-10-27,2024-03-15,136.90455632370714
3180000-104-2010-00199,메가커피,191225.972022267,448224.673207614,폐업,2010-11-08,2020-11-30,216.1101773990642
3180000-104-2010-00114,이디야 커피 영등포로타리점,192100.09731637,446237.843470409,폐업,2010-07-07,2021-08-31,315.53211449838795
3210000-104-2017-00290,이디야커피 신논현역점,201982.976325002,444788.702273191,폐업,2017-06-27,2023-04-21,143.42663581228663
3210000-104-2016-00428,만랩커피 서초점(10000LAB COFFEE),202503.871647418,443326.129565179,폐업,2016-10-31,2021-10-21,439.67375789946556
3210000-104-2017-00330,만랩커피 서초교대점,200947.095007216,442884.973043075,폐업,2017-07-20,2019-11-14,521.1392808539923
3210000-104-2017-00269,커피에반하다 반포대로점,200632.55536119,442750.664380545,폐업,2017-06-12,2025-02-10,550.1069277727072
3180000-104-2013-00192,커피에반하다,191477.428913335,447859.066836843,폐업,2013-12-09,2021-02-15,232.61384757666642
3180000-104-2015-00098,빽다방문래동국점,190199.2294276,446496.865300952,폐업,2015-07-06,2021-07-06,519.8810661313863
3060000-104-2012-00047,이디야커피묵동점,206777.731391054,456837.219624564,폐업,2012-07-16,2023-05-02,356.2093923860765
3060000-104-2011-00078,이디야면목역점,207618.310653511,454106.058096969,폐업,2011-09-06,2022-01-10,74.23772331116575
3000000-104-2013-00014,이디야 동묘역점,201414.046576254,452312.837247358,폐업,2013-02-13,2024-08-13,34.52906131779208
3180000-104-2014-00071,이디야문래6가점,190107.271463999,446454.594611755,폐업,2014-05-19,2016-08-26,578.0735879656212
3000000-104-2011-00141,이디야,198150.300374121,452019.212642931,폐업,2011-10-31,2023-07-24,289.7995011014374
3000000-104-2013-00050,이디야커피(경복궁역점),197475.456683105,452713.481753987,폐업,2013-04-29,2023-03-02,154.46905064741097
3210000-104-2016-00329,10000LAB COFFEE(만랩커피 논현역점),201746.115408004,445505.987440094,폐업,2016-08-12,2019-08-28,103.52680472004641
3180000-104-2014-00041,이디야커피,191505.950229879,446364.951065599,폐업,2014-03-24,2023-12-28,366.3097433322531
3060000-104-2011-00028,이디야커피(상봉역점),207388.537653781,454836.937418686,폐업,2011-03-04,2022-02-07,112.175831467993
3230000-104-2015-00025,이디야 삼전역점,208401.243206636,444512.866698716,폐업,2015-02-06,2025-03-06,81.61601216766114
3230000-104-2010-00327,이디야 석촌사거리점,209503.78418775,444592.294796448,폐업,2010-11-01,2016-12-14,229.7945041971042
3060000-104-2014-00098,이디야,208706.754264585,454777.272396908,폐업,2014-11-19,2023-12-07,766.1420663281929
3230000-104-2014-00266,이디야 (마천사거리점),212852.620762184,443990.574678948,폐업,2014-10-30,2023-05-01,568.2474017799863
3060000-104-2017-00050,매머드커피 서일대점(120호),208541.000160997,453774.85575892,폐업,2017-05-04,2022-07-01,921.8997416695574
3060000-104-2016-00089,감성커피중화역점,206879.949428237,455451.570535491,폐업,2016-06-15,2024-06-10,146.42617693233257
3180000-104-2014-00094,이디야커피(신길중앙점),192548.362984912,445556.316071268,폐업,2014-06-13,2024-08-12,545.609433398767
3050000-104-2020-00002,더벤티 장안점,206522.763968502,452179.049138277,폐업,2020-01-02,2023-04-19,1082.6631786077996
3150000-104-2019-00325,만랩커피 마곡역점,184572.413912003,450792.481822587,폐업,2019-11-05,2022-01-27,149.24765271965535
3150000-104-2020-00016,더 벤티(마곡수명산점),184585.651061065,450097.856259477,폐업,2020-01-21,2025-03-18,804.421031514717
3010000-104-2020-00021,만랩커피 동평화 패션타운점,201098.076810057,451892.393411268,폐업,2020-01-21,2023-06-29,392.94931291925803
3210000-104-2020-00085,매머드익스프레스 남부터미널점,201162.55241589,442589.558473708,폐업,2020-03-23,2021-07-26,217.32345769038548
3130000-104-2020-00079,이디야커피 신촌그랑자이점,195024.767399686,450346.134756933,폐업,2020-03-31,2025-03-24,196.0162538207367
3150000-104-2020-00050,이디야 공진초점,184367.982740868,450720.166345256,폐업,2020-02-24,2024-03-13,196.7157064867646
3120000-104-2020-00007,이디야 아현역점,196030.361275336,450665.925027885,폐업,2020-01-14,2022-12-27,96.48024083376693
3080000-104-2022-00011,이디야 광산사거리점,201922.432010876,460169.987212613,폐업,2022-01-21,2024-01-29,567.4150233065465
3050000-104-2021-00171,더벤티 답십리사거리점,205049.095910832,452418.270436454,폐업,2021-12-15,2025-02-07,926.0549606162218
3180000-104-2021-00345,컴포즈커피여의도KBS점,192747.419300064,447054.988337321,폐업,2021-12-30,2023-12-08,277.12631747691677
3230000-104-2023-00201,컴포즈커피 석촌호수점,208551.947559076,444890.678006917,폐업,2023-05-18,2024-06-14,424.12899435692384
3080000-104-2023-00036,매머드 익스프레스 솔샘점,201359.587154701,457544.574556254,폐업,2023-04-27,2025-04-15,231.42509181593826
3150000-104-2017-00033,더벤티 발산역점,185693.810190204,450792.279496426,폐업,2017-02-06,2023-05-10,1031.2942348613615
